Effect,Coefficient
base_rent,1728.9828328470805
bedrooms,394.84224449348017
bathrooms,243.23367214705394
dist_to_park,-0.38794607804933723
elevation,3.2077711751338511
floor,20.722371136802117
age,-1.9332774163136111
garage,204.4348216799747
