,bedrooms,bathrooms,level,garage,age,elevation,neighborhood[Ahwatukee Foothills 0]:sqft,neighborhood[Alahambra]:sqft,neighborhood[Alegre Community]:sqft,neighborhood[Alta Mira]:sqft,neighborhood[Baseline-Hardy]:sqft,neighborhood[Bell De Mar Crossing]:sqft,neighborhood[Camelback East]:sqft,neighborhood[Central]:sqft,neighborhood[Central City]:sqft,neighborhood[Cyprus Southwest]:sqft,neighborhood[Dava-Lakeshore]:sqft,neighborhood[Deer Valley]:sqft,neighborhood[Desert View]:sqft,neighborhood[Encanto]:sqft,neighborhood[Escalante]:sqft,neighborhood[Estrella]:sqft,neighborhood[Evergreen]:sqft,neighborhood[Gililland]:sqft,neighborhood[Holdeman]:sqft,neighborhood[Hughes Acres]:sqft,neighborhood[Kiwanis Park]:sqft,neighborhood[Kyrene-Superstition]:sqft,neighborhood[Laveen]:sqft,neighborhood[Lindon Park]:sqft,neighborhood[Mach 8]:sqft,neighborhood[Maple-Ash]:sqft,neighborhood[Maryvale]:sqft,neighborhood[McClintock]:sqft,neighborhood[Meyer Park]:sqft,neighborhood[Mitchell Park West]:sqft,neighborhood[New Village]:sqft,neighborhood[North Gateway]:sqft,neighborhood[North Mountain]:sqft,neighborhood[North Scottsdale]:sqft,neighborhood[Northeast 0]:sqft,neighborhood[Northeast 3]:sqft,neighborhood[Northeast 4]:sqft,neighborhood[Northwest]:sqft,neighborhood[Ntna-College]:sqft,neighborhood[Ntna-Indian Bend]:sqft,neighborhood[Ntna-West Rio]:sqft,neighborhood[Optimist Park Ne]:sqft,neighborhood[Optimist Park Sw]:sqft,neighborhood[Paradise Valley]:sqft,neighborhood[Pepperwood]:sqft,neighborhood[Pinnacle Peak]:sqft,neighborhood[Riverside]:sqft,neighborhood[Rural-Geneva]:sqft,neighborhood[Shalimar]:sqft,neighborhood[South Mountain]:sqft,neighborhood[South Scottsdale]:sqft,neighborhood[Southeast 0]:sqft,neighborhood[Southwest]:sqft,neighborhood[Sunburst Farms]:sqft,neighborhood[Sunset]:sqft,neighborhood[Tempe Gardens]:sqft,neighborhood[Tempe Royal Estates]:sqft,neighborhood[West Central]:sqft
neighborhood[Northwest]:sqft,-0.384077791809,-0.344475897263,0.000126284938963,-0.172026475576,-0.000586882407349,-0.00042765299161,0.00116253127914,0.00128127996194,0.00251645170588,0.000988254825197,0.00145795774343,0.00108321853933,0.00122629444125,0.00134015212056,0.00121811574394,0.00136680157793,0.00148089215702,0.00122547462932,0.00111691663086,0.00126244939211,0.00139324291505,0.0012342575053,0.0012080522582,0.00117682029899,0.00157812174653,0.00136927884765,0.00126221487253,0.00171455311454,0.00111928791054,0.001346897323,0.00163614917776,0.00126588593591,0.00136908407913,0.000922888652925,0.00149148500343,0.00126065097733,0.00108293132366,0.00124006055742,0.00121713571294,0.00105031954395,0.00129216263521,0.00144987918054,0.00202010961721,0.00392616499814,0.00141596879233,0.00120973027645,0.00137422306049,0.00124431800378,0.000988912058269,0.001212370316,0.00137526369009,0.00101684101478,0.00116246691807,0.00184912730477,0.000903128114596,0.00126852839197,0.00119862063667,0.00122462004289,0.00129323045512,0.00119337347631,0.00148803557171,0.00117893832546,0.00133551554706,0.00141785884036
neighborhood[Ntna-College]:sqft,-0.455007513495,-0.454069602679,0.00291185104545,-0.0491482739522,0.000202571228567,6.44524403573e-06,0.0013038152016,0.00142155278036,0.0027334168611,0.00106377054275,0.00161987059743,0.00121480645995,0.00135607405891,0.00148385083725,0.00132669584074,0.00154117153924,0.00160688633918,0.00135211820121,0.00121669364167,0.00139094195198,0.00145508304764,0.00140306734908,0.00135122581787,0.00132867268963,0.00178113866119,0.00153528756498,0.0014145026557,0.00181002946339,0.0012679852097,0.00150511185763,0.00182727951947,0.00140989351754,0.00153348254104,0.000997103750999,0.00170573829099,0.0013157097564,0.0011793972184,0.00134768741247,0.00134449547772,0.00115085090894,0.00142188210381,0.00154605447853,0.00221266646511,0.00141596879233,0.101831564999,0.00136590376473,0.00144796153771,0.00138016198403,0.00106845201522,0.00133250184197,0.0015316020819,0.00106196430559,0.0012459283459,0.00194218768201,0.000975565436641,0.00141414761982,0.0013184201238,0.00134941986552,0.00143183540556,0.001378220403,0.00161294984148,0.00132290866355,0.00150876799523,0.0015459583991
neighborhood[Ntna-Indian Bend]:sqft,-0.437655980332,-0.364737009475,0.00361942690246,0.0822320113575,0.0137378678986,-0.00105212798215,0.00116488181853,0.0011523311183,0.00212188775487,0.000902888489199,0.00137564573429,0.00104118400124,0.00112618943384,0.00130121162452,0.00110310386255,0.00133720466491,0.00136783041828,0.00121741134682,0.001185291552,0.00110991756587,0.00112358084242,0.00121918644057,0.00112276580667,0.0011831296949,0.00153569664847,0.00127187936554,0.00119049809614,0.00142996189667,0.00113188316313,0.00113709517298,0.00154460889652,0.000881409422216,0.00129334753201,0.000869187041063,0.00147047003604,0.000907530752192,0.00117062914094,0.00130570952197,0.00115331360574,0.00106905920349,0.00131573317306,0.00130585974187,0.00228303927421,0.00120973027645,0.00136590376473,0.0755869493803,0.00125413453369,0.0011778376857,0.000931347131424,0.00120681228632,0.00129881913858,0.00112516277849,0.000995599079559,0.00162981206581,0.000850837908143,0.00123488073397,0.00112098671593,0.00123099785288,0.00121758881137,0.00119163326376,0.00137643155151,0.00113219420828,0.00132499265775,0.00131887733935
neighborhood[Ntna-West Rio]:sqft,-0.41509882787,0.052276021567,0.0150961822783,-0.0323498340086,0.00192617435754,-0.00271139247765,0.00116439731779,0.00131025238743,0.00274149209632,0.000957863049419,0.00146580902014,0.00109441432694,0.00127110506665,0.0014545942263,0.00133172475359,0.00139011989829,0.00145014736451,0.00132046302506,0.00128863974738,0.00132778503462,0.00179910248622,0.00115018611893,0.00121900709386,0.00118683629054,0.00158868307241,0.00137483236969,0.0012699181333,0.00161174285632,0.00105966472056,0.00131623756214,0.00163540499722,0.00112923895052,0.00135528521244,0.00115573278763,0.00137280264647,0.00158525990531,0.00128977107786,0.00141705480295,0.00129886354249,0.0011461910384,0.00141036944841,0.00162501138274,0.00240414435979,0.00137422306049,0.00144796153771,0.00125413453369,0.235790072428,0.00135961470046,0.00123834179373,0.00132359876258,0.00139024864508,0.00134845900853,0.0012572595991,0.00240151783547,0.00113186312633,0.00129011277977,0.00127212673789,0.00132699035496,0.00134724137819,0.00104403490517,0.00157615760418,0.00118758518901,0.00137592527864,0.0015636567832
neighborhood[Optimist Park Ne]:sqft,-0.498596086844,-0.196277331302,0.00160568964408,-0.0685304434415,-0.000808835929309,-0.000146447946551,0.00112867649632,0.00126155937782,0.00238762418533,0.000973734859411,0.0013478365458,0.00105740512615,0.00118053827303,0.00132033086514,0.00114062381804,0.00137661218541,0.00140605782863,0.00119182536748,0.00106266930223,0.00122871330799,0.00137842615043,0.00121632726556,0.00117926843199,0.00116540165705,0.00158378594205,0.00134886956302,0.00123267183632,0.00159684831584,0.00111116316138,0.00131942281695,0.00155114239365,0.00118788424963,0.00136764148335,0.000977869615057,0.00145002766996,0.00125188009827,0.00102692559777,0.0011743638077,0.00118948302138,0.000989924813723,0.0012410049659,0.00134177381788,0.00192990900924,0.00124431800378,0.00138016198403,0.0011778376857,0.00135961470046,0.043978666618,0.00104783651177,0.001172083745,0.00129881157976,0.000914626535537,0.000995220414944,0.00182886696073,0.000956808311367,0.00124906111406,0.00114588499103,0.00117774911212,0.00124813552658,0.00115776692054,0.0013539967467,0.00115126458454,0.00137101931211,0.00136825466364
neighborhood[Optimist Park Sw]:sqft,-0.465854679652,0.110428448737,0.0042182297022,-0.0458543084634,0.00152312637983,-0.0010907381411,0.000869087246269,0.000982694455042,0.00187223054211,0.0007807814398,0.000991403933317,0.000812882882485,0.000913654386582,0.00107018979598,0.000894991427802,0.00108652740187,0.00108508882331,0.000962872004692,0.000893155887456,0.000961480120186,0.00123965440219,0.000905910767233,0.000902936336651,0.000907528299246,0.00123888483561,0.00103593847639,0.000943665088158,0.00121641082626,0.000846756756357,0.000983830266156,0.00115796421853,0.000791889918663,0.00106437463957,0.000896976976337,0.0010504753089,0.00109936085609,0.000875148474685,0.000981415826474,0.000950211434223,0.000794598762993,0.00100613903245,0.00108355440545,0.00165818729713,0.000988912058269,0.00106845201522,0.000931347131424,0.00123834179373,0.00104783651177,0.072350463499,0.000952083887937,0.000974242930355,0.00083276595547,0.000722692880511,0.00166149019196,0.000878043181304,0.000981184406242,0.000899129887476,0.000948815759227,0.00097347173698,0.000812578462134,0.00103435859617,0.000883519160946,0.0011048084849,0.00110950730766
neighborhood[Paradise Valley]:sqft,-0.383772077503,-0.282019310824,0.0046033626188,-0.0819540147752,0.00571131262806,-0.001050721361,0.00110959118348,0.00117226496946,0.00227495018555,0.000914637494981,0.00136052306213,0.00101558078081,0.00113553813226,0.00127716300396,0.00113399668666,0.001289546755,0.00137569205535,0.00118070629149,0.00112276435261,0.00115036176528,0.00127997471218,0.00115646289308,0.00111669614478,0.00112303963643,0.00148330085706,0.00126346566192,0.00117321822304,0.00153387599296,0.00106298792386,0.00119095651997,0.00152289869532,0.00102914334474,0.00127090279407,0.000888539014845,0.00139222656139,0.00110639844893,0.00110209890281,0.00124161561267,0.00114649219413,0.00102624610026,0.00126230927226,0.00136072134863,0.00209503484004,0.001212370316,0.00133250184197,0.00120681228632,0.00132359876258,0.001172083745,0.000952083887937,0.00164793474252,0.00128315319033,0.00107365035676,0.00106323090836,0.00175761901834,0.000869771346131,0.00119915738047,0.00112286414255,0.0011877929181,0.00121076543995,0.00111152381523,0.00138966240392,0.00110431502381,0.00126857820132,0.00133427046264
neighborhood[Pepperwood]:sqft,-0.343481496726,-0.537490508195,0.00510382895629,-0.0510768729154,-0.00165895300052,-7.31938688621e-05,0.0012532054861,0.00137256529176,0.00272795732164,0.000989493546344,0.00162172422061,0.00117395187477,0.00132623319223,0.0014223040759,0.00132362131279,0.00145636976238,0.00154909626048,0.00129781131285,0.00117264806289,0.00135907799269,0.00141776616876,0.00133800107985,0.00131115690138,0.001265133069,0.00168842536408,0.00148137295561,0.00136978028079,0.00175467160318,0.00119578639303,0.00147366063104,0.00180205775475,0.0014444579028,0.00145452299064,0.000909188131395,0.00164927323237,0.00129435321963,0.00114120147737,0.00130111163096,0.00129703134256,0.00112186336924,0.00137090314041,0.001539191313,0.00211672868244,0.00137526369009,0.0015316020819,0.00129881913858,0.00139024864508,0.00129881157976,0.000974242930355,0.00128315319033,0.0304831103742,0.00105075678894,0.00131710476695,0.00187322033997,0.000889580721768,0.00134888005801,0.00129127036582,0.00130306270083,0.00139352980379,0.00133296441662,0.001622902257,0.0012782952544,0.0014049730452,0.00150405045292
neighborhood[Pinnacle Peak]:sqft,-0.181239153618,-0.0690072581859,0.0271117191378,0.0545510112826,0.0203551636629,-0.00423176156685,0.00090806520267,0.000841478386411,0.00182218524861,0.00064431780876,0.00115324561154,0.000789567369286,0.000898429935254,0.00108877667304,0.00100579327574,0.000962317777701,0.00107106372593,0.0010513169011,0.00119246594086,0.000861667637563,0.00117554042429,0.000813826729179,0.000831967418216,0.000889852461465,0.00109167011042,0.000912947587609,0.000885154602448,0.00106631064004,0.000779696854378,0.000729621807639,0.00121731614627,0.000422213942957,0.000893442440303,0.000777287091252,0.000986585510722,0.000872770727972,0.00122928899664,0.001307982975,0.000948558354576,0.000998796697297,0.0011970509761,0.00128289873758,0.00238649251417,0.00101684101478,0.00106196430559,0.00112516277849,0.00134845900853,0.000914626535537,0.00083276595547,0.00107365035676,0.00105075678894,0.00463654786241,0.00103590456521,0.00174611012488,0.000762203619588,0.000943513715141,0.000947022539252,0.00109979098391,0.000986954639498,0.000748828963088,0.00125192090632,0.000853253158391,0.00093853703375,0.00115841842553
neighborhood[Riverside]:sqft,-0.0216252438651,-0.545674173952,0.0143088124382,-0.0512923260009,-0.0061821030816,-0.00112879773054,0.00098975255605,0.00111821814186,0.00253448891897,0.000697401415788,0.00146305521212,0.000948743330705,0.0011313271884,0.00115627061783,0.00122643148099,0.00108924722022,0.00124310640611,0.00105700466778,0.000997786897125,0.00116558066085,0.00134206414311,0.0009956290435,0.00107573718644,0.000967344680539,0.0012716524065,0.00118994519735,0.00111390635016,0.00143080865212,0.000858903591973,0.00123428707762,0.0015499454518,0.00135060165782,0.00109473039205,0.000674468473298,0.00128093249485,0.00124664170929,0.000995435521154,0.00110973462253,0.00107108540654,0.000965614853051,0.00113872208593,0.00144121620594,0.00177509561881,0.00116246691807,0.0012459283459,0.000995599079559,0.0012572595991,0.000995220414944,0.000722692880511,0.00106323090836,0.00131710476695,0.00103590456521,0.0447875969791,0.00172030756342,0.000660355808166,0.0010475032535,0.00111741334826,0.00108454499753,0.0011716320129,0.00101464016395,0.00152307931625,0.00103140924768,0.000998677192323,0.0012989000997
neighborhood[Rural-Geneva]:sqft,-0.537649252475,0.0682197830654,0.0204346831459,-0.086207391385,-0.00212422253475,-0.00333831993436,0.00154684071348,0.00178295345063,0.00376697840844,0.00128798255919,0.00197500970321,0.00146970902955,0.00172107327282,0.00194537570268,0.00180455765197,0.00186004557081,0.00195058103891,0.00175497403016,0.00168545443102,0.00181363156938,0.0024696815207,0.00153573495155,0.00164945649139,0.0015776148427,0.00212879821584,0.00186120745201,0.00171294200541,0.00220609782176,0.00140460306192,0.00182020249415,0.00220470430243,0.00162922922347,0.00182570941596,0.00155064396276,0.00183710474001,0.00221433851464,0.00168192723215,0.00185538013785,0.00174575704928,0.00151332662852,0.00186322058018,0.00219556484391,0.00310331560266,0.00184912730477,0.00194218768201,0.00162981206581,0.00240151783547,0.00182886696073,0.00166149019196,0.00175761901834,0.00187322033997,0.00174611012488,0.00172030756342,0.424658376918,0.00151849743369,0.00172433751755,0.00171383295044,0.00175874088422,0.00181414419333,0.00139422762055,0.00212314049474,0.00159530002148,0.00183521989507,0.0021059298725
neighborhood[Shalimar]:sqft,-0.425118163321,0.101732422542,0.00391983552255,-0.0414036230082,0.00143579130096,-0.00100711939775,0.000793574049581,0.00089702332917,0.00170961521428,0.00071265406219,0.000905331694861,0.000742148944931,0.000834216826048,0.000977435165047,0.000817516427094,0.000991913190606,0.000990625724351,0.000879529700358,0.000816441935303,0.000877780251087,0.00113268331604,0.000826767043244,0.000824267294817,0.000828613449851,0.00113094137289,0.000945608552967,0.0008614734059,0.00111010324007,0.000772897360342,0.000897651249463,0.00105724168613,0.000721779600429,0.000971502945905,0.000819441180062,0.00095866788914,0.0010040669486,0.000800173711939,0.000897084889388,0.00086775472037,0.000726065591893,0.000919264282331,0.000989994776621,0.00151627323506,0.000903128114596,0.000975565436641,0.000850837908143,0.00113186312633,0.000956808311367,0.000878043181304,0.000869771346131,0.000889580721768,0.000762203619588,0.000660355808166,0.00151849743369,0.0603188167466,0.000895857791795,0.000821141121216,0.000866809213371,0.000888920370707,0.000741390289737,0.000944848827034,0.000806621195921,0.00100861875976,0.00101341916097
neighborhood[South Mountain]:sqft,-0.45923037675,-0.359416018027,0.000249799977058,-0.183731556686,0.00151885673789,6.75817365012e-05,0.0011753629863,0.00127378099412,0.0023835297923,0.00102607594592,0.00141565107274,0.00108471388619,0.00120420690708,0.00133003430064,0.00115914384006,0.00139427261295,0.00149290104121,0.00121972141277,0.00109652478436,0.00123201327424,0.00128148484434,0.00127384326197,0.00120263683396,0.00119791915921,0.00160857182774,0.00137104375477,0.00126097298465,0.00172385071073,0.00116434138833,0.0013301393477,0.00161171988526,0.00120827797158,0.0013965149984,0.000915661725374,0.00152555614054,0.0011498446278,0.00105260747573,0.00121771080048,0.00120428534399,0.00102856998368,0.00128058446332,0.00137546209268,0.00199060776319,0.00126852839197,0.00141414761982,0.00123488073397,0.00129011277977,0.00124906111406,0.000981184406242,0.00119915738047,0.00134888005801,0.000943513715141,0.0010475032535,0.00172433751755,0.000895857791795,0.00230686391978,0.00116889100575,0.00121268217414,0.00127637057707,0.00123362067753,0.0014060813692,0.0011813354936,0.00137629752286,0.00137669978127
neighborhood[South Scottsdale]:sqft,-0.326483831939,-0.357301181541,-0.00128780727119,-0.0747428483514,-0.00101488649872,-0.000404883752885,0.00107751473527,0.00118799169049,0.00236617842254,0.000874588808817,0.00137575123033,0.0010085545627,0.00114395511904,0.00124314606456,0.00114624416009,0.00126192801242,0.00134428369758,0.00113310828562,0.0010335198343,0.00117790227842,0.00129489571328,0.00113948008791,0.00112610872388,0.00109015534623,0.001458856483,0.00127372071426,0.00117594066366,0.0015301415469,0.00102588580879,0.00125900327251,0.00153515198382,0.00120314144086,0.00125844867537,0.000839101166232,0.00139064331486,0.00117493326911,0.00100787816528,0.00114580135362,0.00112918177882,0.000978785529927,0.00119638602344,0.00134802919424,0.00187356338058,0.00119862063667,0.0013184201238,0.00112098671593,0.00127212673789,0.00114588499103,0.000899129887476,0.00112286414255,0.00129127036582,0.000947022539252,0.00111741334826,0.00171383295044,0.000821141121216,0.00116889100575,0.0019228567957,0.00113522030742,0.00120408365876,0.00111348768971,0.0014109734428,0.00109766617222,0.0012262062939,0.00132040551499
neighborhood[Southeast 0]:sqft,-0.377325404055,-0.311231380018,0.00813380374613,-0.0725822419848,0.00657422872516,-0.00110126472697,0.0011262257952,0.00118030492829,0.00229108650026,0.000918944527759,0.00138512302221,0.00102825780231,0.00114779273241,0.00129062954762,0.00114797060639,0.00130179218672,0.00139107552116,0.00119632406405,0.00114377449718,0.00115803508193,0.00127453993784,0.00117217073345,0.0011285141449,0.00113800916169,0.001497801157,0.00127543241932,0.00118660329155,0.00154354148541,0.00107727543097,0.00119708786954,0.00154604801556,0.00103133781759,0.00128112755932,0.000885490684149,0.00141481574602,0.00109477055087,0.00112427259539,0.00126469215489,0.00115835782871,0.00104304363709,0.00128265542147,0.00137735227501,0.00214035043987,0.00122462004289,0.00134941986552,0.00123099785288,0.00132699035496,0.00117774911212,0.000948815759227,0.0011877929181,0.00130306270083,0.00109979098391,0.00108454499753,0.00175874088422,0.000866809213371,0.00121268217414,0.00113522030742,0.00228189534517,0.00122507610034,0.00113169316196,0.001404048716,0.00111804157342,0.00127836053986,0.00134554540891
neighborhood[Southwest]:sqft,-0.383015349303,-0.395514315977,0.00394803999776,-0.1112711051,-0.0012082594971,-0.000174338300946,0.0011732185618,0.00129355271564,0.00253268936845,0.000973343257091,0.00147853314661,0.0010968636541,0.00123717554372,0.00134509093629,0.00122347444483,0.00138200597914,0.00147313650373,0.00122623240294,0.00110688784528,0.00127354454361,0.00137052548019,0.00125429296829,0.00122436021042,0.0011904458838,0.00159770371016,0.00138839078782,0.00127923360535,0.00168845098687,0.00113170988841,0.00137242321898,0.00165983653721,0.00130713436289,0.00138191850168,0.000908471561908,0.00152492891919,0.0012472765095,0.00107296972093,0.00122797370852,0.00122278141794,0.00104712175918,0.00129045861435,0.00143921071392,0.00199856618408,0.00129323045512,0.00143183540556,0.00121758881137,0.00134724137819,0.00124813552658,0.00097347173698,0.00121076543995,0.00139352980379,0.000986954639498,0.0011716320129,0.00181414419333,0.000888920370707,0.00127637057707,0.00120408365876,0.00122507610034,0.00398504393255,0.00122607493236,0.00148507525855,0.00119419079573,0.00134774661878,0.0014161352515
neighborhood[Sunburst Farms]:sqft,-0.407180755777,-0.604081397202,-0.00408172095042,-0.0451742780451,-0.00010303806294,0.0012660384966,0.00114890981908,0.00122978938024,0.00224872143139,0.000935813548497,0.00140988146283,0.00106416413463,0.00116213827339,0.00124637816275,0.00109289576223,0.00135304618113,0.00140661649137,0.00113869910844,0.000979132282506,0.00117971153332,0.00104061434238,0.00128492809144,0.00118140539064,0.00117176639423,0.00157135342806,0.00134790570779,0.00124031345142,0.00159084370139,0.00115385134444,0.00133125522874,0.00160151778752,0.00128454776001,0.00135795054282,0.000758277749068,0.00157143572923,0.000956420584477,0.000930075702725,0.00108902474597,0.00113678666813,0.000958081153506,0.00118744686872,0.00123996110379,0.00175704551275,0.00119337347631,0.001378220403,0.00119163326376,0.00104403490517,0.00115776692054,0.000812578462134,0.00111152381523,0.00133296441662,0.000748828963088,0.00101464016395,0.00139422762055,0.000741390289737,0.00123362067753,0.00111348768971,0.00113169316196,0.00122607493236,0.0398895382394,0.00134990515857,0.00116081764515,0.0013200466229,0.00127299157806
neighborhood[Sunset]:sqft,-0.268781321247,-0.544026913699,-0.0342367207992,-0.0372477262822,-0.000597492164287,-0.000947183959106,0.00131865169118,0.00143449409741,0.00298194991852,0.000997887076068,0.00175945860529,0.00123122313588,0.00141426905569,0.001515216152,0.00146412761266,0.00149605399548,0.00162225094178,0.00138792134052,0.00129390579735,0.00144704159752,0.00160122671132,0.00136233775872,0.00137403299314,0.00131366395361,0.00173443638829,0.00154056905653,0.0014342830381,0.00182350576938,0.00121381556893,0.00152660454753,0.00192182717223,0.00150177692216,0.00148917346651,0.000965316461608,0.00168983113279,0.00144333882048,0.00127596412817,0.00143625090052,0.00137857524973,0.00125168116441,0.00148057589458,0.00171296120637,0.00236184819135,0.00148803557171,0.00161294984148,0.00137643155151,0.00157615760418,0.0013539967467,0.00103435859617,0.00138966240392,0.001622902257,0.00125192090632,0.00152307931625,0.00212314049474,0.000944848827034,0.0014060813692,0.0014109734428,0.001404048716,0.00148507525855,0.00134990515857,0.0329475100593,0.0013393057324,0.0014271265555,0.00165691038908
neighborhood[Tempe Gardens]:sqft,-0.384281566737,-0.395656147989,0.00118346499094,-0.0495227988889,-0.000654303144801,0.000210032811794,0.00108795804844,0.00119141426647,0.00227975985495,0.000892836669417,0.00135050381402,0.00101558682005,0.00113250727802,0.00123388311514,0.00110176304611,0.00128977076537,0.00134416611216,0.00112237372171,0.000998924089831,0.00116353385398,0.00120044271192,0.00117867620693,0.00113144106869,0.00110980728796,0.00149168225331,0.00128693228918,0.00118394722042,0.00152161257821,0.00106329170467,0.0012686599148,0.00152680688509,0.00120042981681,0.00128669893085,0.000824513873798,0.00143316230435,0.00109354794136,0.000964607760696,0.00110728481538,0.00111993710195,0.000951017511269,0.00117644453062,0.00127930391651,0.00180668677183,0.00117893832546,0.00132290866355,0.00113219420828,0.00118758518901,0.00115126458454,0.000883519160946,0.00110431502381,0.0012782952544,0.000853253158391,0.00103140924768,0.00159530002148,0.000806621195921,0.0011813354936,0.00109766617222,0.00111804157342,0.00119419079573,0.00116081764515,0.0013393057324,0.0709997244552,0.00126246351455,0.00128419915352
neighborhood[Tempe Royal Estates]:sqft,-0.591844206115,-0.287811518127,-0.00202303238983,-0.0513787712935,0.0021536150473,0.000335666951271,0.00125175768676,0.00136214833745,0.0024684591563,0.00108026192501,0.00145124300178,0.00115883089734,0.0012679733779,0.00142792423069,0.00119291335305,0.00152423594215,0.0015398248295,0.00129581582818,0.00114657564794,0.00130535827549,0.00135862330793,0.00137179974619,0.00128269141079,0.00129602229556,0.00175417535084,0.00147224963395,0.00134646683085,0.00172790515339,0.00125902600763,0.00141740931967,0.00168431282184,0.00123899806472,0.00151165977751,0.00103102226855,0.00163158486248,0.00121805060681,0.00110045547663,0.00126731483909,0.0012826794005,0.00107057038717,0.00134859833805,0.00139100119043,0.00209911217896,0.00133551554706,0.00150876799523,0.00132499265775,0.00137592527864,0.00137101931211,0.0011048084849,0.00126857820132,0.0014049730452,0.00093853703375,0.000998677192323,0.00183521989507,0.00100861875976,0.00137629752286,0.0012262062939,0.00127836053986,0.00134774661878,0.0013200466229,0.0014271265555,0.00126246351455,0.0645303215164,0.00145153155874
neighborhood[West Central]:sqft,-0.408126089626,-0.32230172933,-0.00173426617715,-0.108568293439,-0.000636309495165,-0.000842180632737,0.0012617771601,0.00139727042145,0.00279176823407,0.00104254549565,0.00159622842188,0.00118046955729,0.00134329462545,0.00147550374317,0.00135166973622,0.0014859249184,0.00158348049716,0.00134428461631,0.00123823499354,0.00138753028998,0.0015881277178,0.00132256745848,0.00131741040163,0.00127886299004,0.00171385591828,0.00149088832459,0.0013752987479,0.001805699359,0.00119768847375,0.00146486399682,0.00178577812593,0.00136995794356,0.00147871697065,0.0010354437193,0.00160256271625,0.00143290047535,0.00121068906844,0.00137140771058,0.00133601178168,0.00115968674516,0.00142031970611,0.00160436917086,0.0022541452685,0.00141785884036,0.0015459583991,0.00131887733935,0.0015636567832,0.00136825466364,0.00110950730766,0.00133427046264,0.00150405045292,0.00115841842553,0.0012989000997,0.0021059298725,0.00101341916097,0.00137669978127,0.00132040551499,0.00134554540891,0.0014161352515,0.00127299157806,0.00165691038908,0.00128419915352,0.00145153155874,0.0067543141885
