,bedrooms,bathrooms,level,garage,age,elevation,neighborhood[Ahwatukee Foothills 0]:sqft,neighborhood[Alahambra]:sqft,neighborhood[Alegre Community]:sqft,neighborhood[Alta Mira]:sqft,neighborhood[Baseline-Hardy]:sqft,neighborhood[Bell De Mar Crossing]:sqft,neighborhood[Camelback East]:sqft,neighborhood[Central]:sqft,neighborhood[Central City]:sqft,neighborhood[Cyprus Southwest]:sqft,neighborhood[Dava-Lakeshore]:sqft,neighborhood[Deer Valley]:sqft,neighborhood[Desert View]:sqft,neighborhood[Encanto]:sqft,neighborhood[Escalante]:sqft,neighborhood[Estrella]:sqft,neighborhood[Evergreen]:sqft,neighborhood[Gililland]:sqft,neighborhood[Holdeman]:sqft,neighborhood[Hughes Acres]:sqft,neighborhood[Kiwanis Park]:sqft,neighborhood[Kyrene-Superstition]:sqft,neighborhood[Laveen]:sqft,neighborhood[Lindon Park]:sqft,neighborhood[Mach 8]:sqft,neighborhood[Maple-Ash]:sqft,neighborhood[Maryvale]:sqft,neighborhood[McClintock]:sqft,neighborhood[Meyer Park]:sqft,neighborhood[Mitchell Park West]:sqft,neighborhood[New Village]:sqft,neighborhood[North Gateway]:sqft,neighborhood[North Mountain]:sqft,neighborhood[North Scottsdale]:sqft,neighborhood[Northeast 0]:sqft,neighborhood[Northeast 3]:sqft,neighborhood[Northeast 4]:sqft,neighborhood[Northwest]:sqft,neighborhood[Ntna-College]:sqft,neighborhood[Ntna-Indian Bend]:sqft,neighborhood[Ntna-West Rio]:sqft,neighborhood[Optimist Park Ne]:sqft,neighborhood[Optimist Park Sw]:sqft,neighborhood[Paradise Valley]:sqft,neighborhood[Pepperwood]:sqft,neighborhood[Pinnacle Peak]:sqft,neighborhood[Riverside]:sqft,neighborhood[Rural-Geneva]:sqft,neighborhood[Shalimar]:sqft,neighborhood[South Mountain]:sqft,neighborhood[South Scottsdale]:sqft,neighborhood[Southeast 0]:sqft,neighborhood[Southwest]:sqft,neighborhood[Sunburst Farms]:sqft,neighborhood[Sunset]:sqft,neighborhood[Tempe Gardens]:sqft,neighborhood[Tempe Royal Estates]:sqft,neighborhood[West Central]:sqft
neighborhood[Baseline-Hardy]:sqft,-0.301134014446,-0.632724301299,0.00718988348203,-0.0422601481238,-0.00149811567478,-0.000262154169984,0.00132491913982,0.00144214620473,0.00291883452787,0.00101767867406,0.0377790264166,0.00124052973499,0.00140851462306,0.00149855544482,0.0014242927715,0.00151777450374,0.00163326302138,0.00137223616981,0.00125382614438,0.00143744551191,0.00149376566206,0.00140291392652,0.00138525030936,0.00132872141021,0.00176222672893,0.00155874995129,0.0014469517519,0.00184414003803,0.00124781564021,0.00155308063808,0.00192710242977,0.00154597583517,0.00151538800299,0.000925209013174,0.00174388684331,0.00135994321652,0.00122589350838,0.0013918471545,0.00136940881218,0.00120204186938,0.00145792117958,0.0016565880855,0.00226711036783,0.00145795774343,0.00161987059743,0.00137564573429,0.00146580902014,0.0013478365458,0.000991403933317,0.00136052306213,0.00162172422061,0.00115324561154,0.00146305521212,0.00197500970321,0.000905331694861,0.00141565107274,0.00137575123033,0.00138512302221,0.00147853314661,0.00140988146283,0.00175945860529,0.00135050381402,0.00145124300178,0.00159622842188
neighborhood[Bell De Mar Crossing]:sqft,-0.352097860885,-0.360352346072,0.00131162510528,-0.0439475566684,-0.000452464210771,0.000155995348493,0.000999191570437,0.00109326720327,0.00209395582511,0.000819055794602,0.00124052973499,0.0304025537126,0.00103993613406,0.00113398669806,0.00101282360974,0.00118386175974,0.00123389829723,0.00103186135175,0.000920367418255,0.00106808301513,0.0011049759676,0.00108108396127,0.00103841971284,0.00101905851003,0.00136899766197,0.00118088139203,0.00108669502424,0.001395436105,0.000975594434704,0.00116285438198,0.00140186541838,0.00109816738459,0.00118043757196,0.000758596147098,0.00131445948936,0.00100510709587,0.00088942697559,0.00102005755962,0.00102891598865,0.00087510100463,0.00108226756161,0.00117687082931,0.00166642932319,0.00108321853933,0.00121480645995,0.00104118400124,0.00109441432694,0.00105740512615,0.000812882882485,0.00101558078081,0.00117395187477,0.000789567369286,0.000948743330705,0.00146970902955,0.000742148944931,0.00108471388619,0.0010085545627,0.00102825780231,0.0010968636541,0.00106416413463,0.00123122313588,0.00101558682005,0.00115883089734,0.00118046955729
neighborhood[Camelback East]:sqft,-0.347191393014,-0.390353342544,0.00335826579209,-0.119836270415,-0.00358482364178,2.4944975718e-05,0.00110363635478,0.00123691302298,0.00244348871368,0.000918496460703,0.00140851462306,0.00103993613406,0.00195700848832,0.00126857856592,0.0011681786465,0.00130482264366,0.00139524986112,0.00115096125722,0.00102351904112,0.00122189991743,0.00131773070976,0.00118530822219,0.00116717076896,0.00111974672467,0.00151066830543,0.00132357887696,0.00121676877317,0.00161635942435,0.00106291458563,0.00132869111405,0.00158035445369,0.00130183872644,0.00131106064632,0.000852642478362,0.00144554939709,0.00121861780107,0.000988968184129,0.00113679935032,0.0011581629549,0.000978837032696,0.00120559059411,0.00136869017049,0.0018253102467,0.00122629444125,0.00135607405891,0.00112618943384,0.00127110506665,0.00118053827303,0.000913654386582,0.00113553813226,0.00132623319223,0.000898429935254,0.0011313271884,0.00172107327282,0.000834216826048,0.00120420690708,0.00114395511904,0.00114779273241,0.00123717554372,0.00116213827339,0.00141426905569,0.00113250727802,0.0012679733779,0.00134329462545
neighborhood[Central]:sqft,-0.453924084795,-0.301921461071,0.00481085881265,-0.0297145546224,0.00239780692695,-0.000647108060623,0.00122148846269,0.00132657790658,0.00256575236616,0.00100126856668,0.00149855544482,0.00113398669806,0.00126857856592,0.00504814048774,0.00125321280312,0.00144861745164,0.00150043929622,0.00129154819333,0.00119110650127,0.00130180670391,0.00144392658906,0.00129216033204,0.0012567374801,0.00124729564625,0.00166818866601,0.00142743544091,0.00131654387446,0.00167184011042,0.00117827934004,0.00137634404412,0.00169252497384,0.00123336993678,0.00143046680759,0.000998745686012,0.00155894758745,0.00128283897332,0.00116416666488,0.00131593251921,0.00127384839926,0.00110318179245,0.00136488333656,0.00147845501723,0.00219568208044,0.00134015212056,0.00148385083725,0.00130121162452,0.0014545942263,0.00132033086514,0.00107018979598,0.00127716300396,0.0014223040759,0.00108877667304,0.00115627061783,0.00194537570268,0.000977435165047,0.00133003430064,0.00124314606456,0.00129062954762,0.00134509093629,0.00124637816275,0.001515216152,0.00123388311514,0.00142792423069,0.00147550374317
neighborhood[Central City]:sqft,-0.25536016752,-0.372897933247,0.00762949066248,-0.0548616474196,-0.00303484718039,-0.000760496963259,0.00107094518269,0.00119891369061,0.00248951291156,0.000839460122355,0.0014242927715,0.00101282360974,0.0011681786465,0.00125321280312,0.00703380521756,0.00124241538251,0.0013367516189,0.00113949846991,0.00105079014582,0.00120813408812,0.00137981459165,0.00111324101945,0.00113736166567,0.00107673029106,0.00143839385307,0.00127925254122,0.0011838482419,0.00152306002606,0.000991986547732,0.00128308307135,0.00156799587445,0.00127116950758,0.00123890064634,0.000835250050907,0.00137554083912,0.0012623511218,0.00103357337007,0.00116453464798,0.00114302236085,0.000995059032094,0.00120848678431,0.00141376215031,0.00189553101559,0.00121811574394,0.00132669584074,0.00110310386255,0.00133172475359,0.00114062381804,0.000894991427802,0.00113399668666,0.00132362131279,0.00100579327574,0.00122643148099,0.00180455765197,0.000817516427094,0.00115914384006,0.00114624416009,0.00114797060639,0.00122347444483,0.00109289576223,0.00146412761266,0.00110176304611,0.00119291335305,0.00135166973622
neighborhood[Cyprus Southwest]:sqft,-0.543739613336,-0.365250672627,-0.00108780198658,-0.057173921667,0.000771158250877,0.000367341089005,0.00127397497466,0.00139140521489,0.00257389720839,0.00107978582809,0.00151777450374,0.00118386175974,0.00130482264366,0.00144861745164,0.00124241538251,0.0403930775669,0.00157087435191,0.00131520086167,0.00116296407954,0.00134279300883,0.00138752463258,0.00139231274292,0.00131433090038,0.00131169838046,0.00177178839834,0.00150356946831,0.00137779785664,0.00177120110929,0.00126869762366,0.00146345767366,0.00174386248902,0.00132542369164,0.00152816141885,0.00101396096328,0.00167054526636,0.00125442273059,0.00111769709785,0.00128713155186,0.00130719103047,0.00109616570153,0.00137141762062,0.00144479392422,0.00211589357068,0.00136680157793,0.00154117153924,0.00133720466491,0.00139011989829,0.00137661218541,0.00108652740187,0.001289546755,0.00145636976238,0.000962317777701,0.00108924722022,0.00186004557081,0.000991913190606,0.00139427261295,0.00126192801242,0.00130179218672,0.00138200597914,0.00135304618113,0.00149605399548,0.00128977076537,0.00152423594215,0.0014859249184
neighborhood[Dava-Lakeshore]:sqft,-0.478128307993,-0.460915138072,0.000244121536571,-0.803368775714,-0.00146444538808,0.000307180448972,0.00134970731362,0.00148381029471,0.00277656843184,0.00137391252808,0.00163326302138,0.00123389829723,0.00139524986112,0.00150043929622,0.0013367516189,0.00157087435191,0.0528126598734,0.00140177366595,0.00124694833063,0.00142593186486,0.00147256682888,0.00147755507159,0.00137640146772,0.00134791347308,0.00181644687001,0.00156696657983,0.0014395274946,0.00243232532585,0.00136083428698,0.0015489175002,0.00185091674374,0.00146756004706,0.00163251095605,0.00101262030801,0.00173814970375,0.00134670271244,0.00116321973071,0.00140405297816,0.00138267704533,0.00117710191253,0.00146979385782,0.00167257936082,0.00217600031111,0.00148089215702,0.00160688633918,0.00136783041828,0.00145014736451,0.00140605782863,0.00108508882331,0.00137569205535,0.00154909626048,0.00107106372593,0.00124310640611,0.00195058103891,0.000990625724351,0.00149290104121,0.00134428369758,0.00139107552116,0.00147313650373,0.00140661649137,0.00162225094178,0.00134416611216,0.0015398248295,0.00158348049716
neighborhood[Deer Valley]:sqft,-0.404441323086,-0.293685655499,0.00561932521195,-0.0994327957883,0.00506617074792,-0.000838460260864,0.00112578981139,0.00119483868015,0.00229664847297,0.000940015558122,0.00137223616981,0.00103186135175,0.00115096125722,0.00129154819333,0.00113949846991,0.00131520086167,0.00140177366595,0.00172795405945,0.00112170548398,0.00116807082159,0.00128187929507,0.00118338558456,0.00113610234497,0.00114185946622,0.00151344229599,0.00128781883975,0.00119331808903,0.00157286388294,0.00108717247619,0.00121968675944,0.0015425505638,0.00106146013398,0.00129987107236,0.000898600173129,0.00142231388394,0.00111503429679,0.00109644126858,0.00124116424007,0.00116095982424,0.00102838262167,0.00126999477083,0.00136471292152,0.00208361030976,0.00122547462932,0.00135211820121,0.00121741134682,0.00132046302506,0.00119182536748,0.000962872004692,0.00118070629149,0.00129781131285,0.0010513169011,0.00105700466778,0.00175497403016,0.000879529700358,0.00121972141277,0.00113310828562,0.00119632406405,0.00122623240294,0.00113869910844,0.00138792134052,0.00112237372171,0.00129581582818,0.00134428461631
neighborhood[Desert View]:sqft,-0.331319990552,-0.206487841502,0.0136904615455,-0.0155877860916,0.0130319972956,-0.0021494494924,0.00103022855531,0.00102655352651,0.00201603986534,0.000811816010203,0.00125382614438,0.000920367418255,0.00102351904112,0.00119110650127,0.00105079014582,0.00116296407954,0.00124694833063,0.00112170548398,0.0027257659666,0.00101176765248,0.00117569326395,0.0010301110964,0.000992947118146,0.00103425998923,0.00133091974746,0.00111499051509,0.00105021493738,0.0013287606308,0.00096369562457,0.000986199978974,0.00138248402889,0.000743852079462,0.00112190699009,0.000833580008201,0.00123825934761,0.000947812197847,0.00114109629471,0.00125755246515,0.00105495296322,0.00100412062354,0.00122797608037,0.00128859771469,0.00220432012156,0.00111691663086,0.00121669364167,0.001185291552,0.00128863974738,0.00106266930223,0.000893155887456,0.00112276435261,0.00117264806289,0.00119246594086,0.000997786897125,0.00168545443102,0.000816441935303,0.00109652478436,0.0010335198343,0.00114377449718,0.00110688784528,0.000979132282506,0.00129390579735,0.000998924089831,0.00114657564794,0.00123823499354
neighborhood[Encanto]:sqft,-0.364311015226,-0.361418920506,0.00244209472305,-0.134640906751,-0.00773370263545,0.000266656136967,0.00111745135583,0.00129336674005,0.00257748957192,0.000944590444892,0.00143744551191,0.00106808301513,0.00122189991743,0.00130180670391,0.00120813408812,0.00134279300883,0.00142593186486,0.00116807082159,0.00101176765248,0.00360433345401,0.00141733110894,0.00120858036841,0.00120949901381,0.00113914538338,0.00155571610393,0.00137444341661,0.00125617983474,0.00167612450052,0.00107674732914,0.00140974602478,0.00162098208816,0.00142055883863,0.00135655087383,0.000897267080845,0.00147319707537,0.00134101267699,0.000972641139748,0.00112440648154,0.00119335463477,0.000979748918364,0.00121081708506,0.00140815499546,0.00176970437639,0.00126244939211,0.00139094195198,0.00110991756587,0.00132778503462,0.00122871330799,0.000961480120186,0.00115036176528,0.00135907799269,0.000861667637563,0.00116558066085,0.00181363156938,0.000877780251087,0.00123201327424,0.00117790227842,0.00115803508193,0.00127354454361,0.00117971153332,0.00144704159752,0.00116353385398,0.00130535827549,0.00138753028998
neighborhood[Escalante]:sqft,-0.372286794415,0.0364454867023,0.0147776670285,-0.145373306318,-0.0103994409063,-0.0018377895205,0.00113211659193,0.00138340328552,0.00297747392209,0.000973649030276,0.00149376566206,0.0011049759676,0.00131773070976,0.00144392658906,0.00137981459165,0.00138752463258,0.00147256682888,0.00128187929507,0.00117569326395,0.00141733110894,0.238980803217,0.0011431117577,0.00126308425768,0.00115710661165,0.00159415476396,0.00142775537979,0.00130201134506,0.00173723693024,0.00102608439333,0.0014676025786,0.00167186092495,0.00143706349819,0.00138578988208,0.00115693074521,0.00137494670793,0.00180951777567,0.00116203890953,0.00129823615034,0.00131225884013,0.00108475873736,0.00133848649354,0.00166471241502,0.00208428590515,0.00139324291505,0.00145508304764,0.00112358084242,0.00179910248622,0.00137842615043,0.00123965440219,0.00127997471218,0.00141776616876,0.00117554042429,0.00134206414311,0.0024696815207,0.00113268331604,0.00128148484434,0.00129489571328,0.00127453993784,0.00137052548019,0.00104061434238,0.00160122671132,0.00120044271192,0.00135862330793,0.0015881277178
neighborhood[Estrella]:sqft,-0.465509238191,-0.478416467941,-0.00480947668673,-0.164866751506,0.000601636010828,0.00090092681358,0.00117190136336,0.00126327588385,0.00229646517235,0.00101740143094,0.00140291392652,0.00108108396127,0.00118530822219,0.00129216033204,0.00111324101945,0.00139231274292,0.00147755507159,0.00118338558456,0.0010301110964,0.00120858036841,0.0011431117577,0.0023525969295,0.00119914674833,0.00119698114029,0.00161123514207,0.00137116234986,0.00125869279143,0.00170730284384,0.00118285156994,0.0013418944031,0.0016060677915,0.00124982325093,0.00140128051311,0.000845388882721,0.00156643576482,0.001040199158,0.000976565917551,0.00114639597361,0.00117480255587,0.000988552206839,0.00123354077067,0.00129586678825,0.00185129716791,0.0012342575053,0.00140306734908,0.00121918644057,0.00115018611893,0.00121632726556,0.000905910767233,0.00115646289308,0.00133800107985,0.000813826729179,0.0009956290435,0.00153573495155,0.000826767043244,0.00127384326197,0.00113948008791,0.00117217073345,0.00125429296829,0.00128492809144,0.00136233775872,0.00117867620693,0.00137179974619,0.00132256745848
neighborhood[Evergreen]:sqft,-0.379952440046,-0.404962555951,0.00136834251127,-0.0780388536805,-0.0036912788677,0.000401889371337,0.00110156484192,0.00123327108803,0.0023867242604,0.000913851149048,0.00138525030936,0.00103841971284,0.00116717076896,0.0012567374801,0.00113736166567,0.00131433090038,0.00137640146772,0.00113610234497,0.000992947118146,0.00120949901381,0.00126308425768,0.00119914674833,0.0377092222728,0.00112428145237,0.0015220836793,0.00132540610461,0.00121540175358,0.00158250473413,0.00107507494029,0.0013308740376,0.00156665833547,0.00129961867306,0.00131911574104,0.000842628498605,0.00146083472395,0.00117401083304,0.00095472450534,0.0011021558211,0.0011462847085,0.000956075677312,0.00118346511806,0.00131731807826,0.00176795150626,0.0012080522582,0.00135122581787,0.00112276580667,0.00121900709386,0.00117926843199,0.000902936336651,0.00111669614478,0.00131115690138,0.000831967418216,0.00107573718644,0.00164945649139,0.000824267294817,0.00120263683396,0.00112610872388,0.0011285141449,0.00122436021042,0.00118140539064,0.00137403299314,0.00113144106869,0.00128269141079,0.00131741040163
neighborhood[Gililland]:sqft,-0.436741991688,-0.361816139181,8.42971817429e-06,-0.0176469779019,0.00343158366909,4.76869101029e-05,0.00110650304869,0.00117883702699,0.00219039446949,0.000909490607092,0.00132872141021,0.00101905851003,0.00111974672467,0.00124729564625,0.00107673029106,0.00131169838046,0.00134791347308,0.00114185946622,0.00103425998923,0.00113914538338,0.00115710661165,0.00119698114029,0.00112428145237,0.0243457541511,0.00151288713354,0.00128154040452,0.00118150789555,0.00149488306337,0.00109229420391,0.00122812306265,0.00151210194701,0.00109314285183,0.00129776855912,0.000846924770176,0.00144382984238,0.00102339360932,0.00100138127365,0.00114399837536,0.00112276944956,0.000968249491083,0.00120268014704,0.00125468517382,0.00190760390422,0.00117682029899,0.00132867268963,0.0011831296949,0.00118683629054,0.00116540165705,0.000907528299246,0.00112303963643,0.001265133069,0.000889852461465,0.000967344680539,0.0015776148427,0.000828613449851,0.00119791915921,0.00109015534623,0.00113800916169,0.0011904458838,0.00117176639423,0.00131366395361,0.00110980728796,0.00129602229556,0.00127886299004
neighborhood[Holdeman]:sqft,-0.614861636639,-0.451806153597,-0.00179363500371,-0.0727665594326,-1.93947775974e-05,0.00056213767674,0.00147060078203,0.00161086095528,0.0029869981022,0.00124448164926,0.00176222672893,0.00136899766197,0.00151066830543,0.00166818866601,0.00143839385307,0.00177178839834,0.00181644687001,0.00151344229599,0.00133091974746,0.00155571610393,0.00159415476396,0.00161123514207,0.0015220836793,0.00151288713354,0.0552399823434,0.00174075883979,0.0015947701534,0.00205517289961,0.00146445646099,0.00170310376715,0.00202229331451,0.00156266237992,0.00176579207871,0.00115613839807,0.00193736240466,0.00144921639072,0.00127706764864,0.00147399028866,0.00150815205765,0.00126115832013,0.00157635085209,0.00166868939152,0.00241153890375,0.00157812174653,0.00178113866119,0.00153569664847,0.00158868307241,0.00158378594205,0.00123888483561,0.00148330085706,0.00168842536408,0.00109167011042,0.0012716524065,0.00212879821584,0.00113094137289,0.00160857182774,0.001458856483,0.001497801157,0.00159770371016,0.00157135342806,0.00173443638829,0.00149168225331,0.00175417535084,0.00171385591828
neighborhood[Hughes Acres]:sqft,-0.458108589289,-0.444767873063,0.000191771553435,-0.0965301415292,-0.00460695594685,0.000629580397868,0.0012518211238,0.00140653571587,0.0026951059662,0.00105163573942,0.00155874995129,0.00118088139203,0.00132357887696,0.00142743544091,0.00127925254122,0.00150356946831,0.00156696657983,0.00128781883975,0.00111499051509,0.00137444341661,0.00142775537979,0.00137116234986,0.00132540610461,0.00128154040452,0.00174075883979,0.0250656291196,0.00138288960461,0.00180678594358,0.00123082584866,0.00151916404006,0.00177227879624,0.00147911787816,0.0015106451951,0.00096674211207,0.00166492501112,0.00133207542665,0.00106796079938,0.00123776958261,0.00130172873015,0.00107568820727,0.00133653319474,0.00147909591422,0.001979160051,0.00136927884765,0.00153528756498,0.00127187936554,0.00137483236969,0.00134886956302,0.00103593847639,0.00126346566192,0.00148137295561,0.000912947587609,0.00118994519735,0.00186120745201,0.000945608552967,0.00137104375477,0.00127372071426,0.00127543241932,0.00138839078782,0.00134790570779,0.00154056905653,0.00128693228918,0.00147224963395,0.00149088832459
neighborhood[Kiwanis Park]:sqft,-0.404523943773,-0.426010276115,0.00116609307661,-0.0695840920755,-0.00251418561521,0.000360244822906,0.00115775736412,0.00128371027703,0.00246971564669,0.000956407222202,0.0014469517519,0.00108669502424,0.00121676877317,0.00131654387446,0.0011838482419,0.00137779785664,0.0014395274946,0.00119331808903,0.00105021493738,0.00125617983474,0.00130201134506,0.00125869279143,0.00121540175358,0.00118150789555,0.0015947701534,0.00138288960461,0.0445299264893,0.00164433943428,0.00113145224521,0.00137789046229,0.0016366758012,0.00132812992138,0.00137944873237,0.000880638791592,0.00153204385482,0.00120039183707,0.00101126999667,0.0011651010714,0.00119839083756,0.00100680324514,0.00124610292746,0.00137205699141,0.00188231160868,0.00126221487253,0.0014145026557,0.00119049809614,0.0012699181333,0.00123267183632,0.000943665088158,0.00117321822304,0.00136978028079,0.000885154602448,0.00111390635016,0.00171294200541,0.0008614734059,0.00126097298465,0.00117594066366,0.00118660329155,0.00127923360535,0.00124031345142,0.0014342830381,0.00118394722042,0.00134646683085,0.0013752987479
neighborhood[Kyrene-Superstition]:sqft,-0.525082681502,-0.537664211229,-0.00292955655828,-1.65378908138,-0.0117505849041,0.00129614289264,0.00151881006508,0.00175524174542,0.00327908699277,0.00181906805333,0.00184414003803,0.001395436105,0.00161635942435,0.00167184011042,0.00152306002606,0.00177120110929,0.00243232532585,0.00157286388294,0.0013287606308,0.00167612450052,0.00173723693024,0.00170730284384,0.00158250473413,0.00149488306337,0.00205517289961,0.00180678594358,0.00164433943428,0.128730401709,0.00157526665579,0.00186674208863,0.00210224238789,0.00189896954305,0.00192607110416,0.0011351424521,0.00196584508077,0.00167043992791,0.00118237870159,0.00152247217968,0.0015778348816,0.00128541192304,0.00162265005915,0.00199302552123,0.00215054989373,0.00171455311454,0.00181002946339,0.00142996189667,0.00161174285632,0.00159684831584,0.00121641082626,0.00153387599296,0.00175467160318,0.00106631064004,0.00143080865212,0.00220609782176,0.00111010324007,0.00172385071073,0.0015301415469,0.00154354148541,0.00168845098687,0.00159084370139,0.00182350576938,0.00152161257821,0.00172790515339,0.001805699359
neighborhood[Laveen]:sqft,-0.455843599637,-0.382725286516,-0.00428800462648,-0.199114313894,0.00327801509559,0.000573271378898,0.00106954603063,0.00113401891133,0.00202233193606,0.000955395677284,0.00124781564021,0.000975594434704,0.00106291458563,0.00117827934004,0.000991986547732,0.00126869762366,0.00136083428698,0.00108717247619,0.00096369562457,0.00107674732914,0.00102608439333,0.00118285156994,0.00107507494029,0.00109229420391,0.00146445646099,0.00123082584866,0.00113145224521,0.00157526665579,0.0018658316122,0.00117991858047,0.00143501421172,0.00104755088396,0.00127450689244,0.000790195127926,0.00140884864725,0.000911606088323,0.000914053644613,0.00107227223069,0.00106608434678,0.000908721145506,0.00113835431862,0.00117318414147,0.00175231230843,0.00111928791054,0.0012679852097,0.00113188316313,0.00105966472056,0.00111116316138,0.000846756756357,0.00106298792386,0.00119578639303,0.000779696854378,0.000858903591973,0.00140460306192,0.000772897360342,0.00116434138833,0.00102588580879,0.00107727543097,0.00113170988841,0.00115385134444,0.00121381556893,0.00106329170467,0.00125902600763,0.00119768847375
neighborhood[Lindon Park]:sqft,-0.400947843984,-0.497724665323,-0.00140152864264,-0.183989915603,-0.014501267086,0.00150482052897,0.00119879928861,0.00142974206431,0.00280854417973,0.00103534801478,0.00155308063808,0.00116285438198,0.00132869111405,0.00137634404412,0.00128308307135,0.00146345767366,0.0015489175002,0.00121968675944,0.000986199978974,0.00140974602478,0.0014676025786,0.0013418944031,0.0013308740376,0.00122812306265,0.00170310376715,0.00151916404006,0.00137789046229,0.00186674208863,0.00117991858047,0.0923364527649,0.00176711884049,0.00170859830956,0.00149921864148,0.000918086484614,0.00164283379413,0.00144827874341,0.000926512294547,0.00110111733566,0.00127586094197,0.000996770969925,0.00123992019554,0.00146464811259,0.00164984300561,0.001346897323,0.00150511185763,0.00113709517298,0.00131623756214,0.00131942281695,0.000983830266156,0.00119095651997,0.00147366063104,0.000729621807639,0.00123428707762,0.00182020249415,0.000897651249463,0.0013301393477,0.00125900327251,0.00119708786954,0.00137242321898,0.00133125522874,0.00152660454753,0.0012686599148,0.00141740931967,0.00146486399682
neighborhood[Mach 8]:sqft,-0.424007579353,-0.650602510825,0.00450066610869,-0.0680533467449,-0.0025110455594,0.000132033456053,0.00149562086505,0.00164138500206,0.00323998132592,0.00118886606925,0.00192710242977,0.00140186541838,0.00158035445369,0.00169252497384,0.00156799587445,0.00174386248902,0.00185091674374,0.0015425505638,0.00138248402889,0.00162098208816,0.00167186092495,0.0016060677915,0.00156665833547,0.00151210194701,0.00202229331451,0.00177227879624,0.0016366758012,0.00210224238789,0.00143501421172,0.00176711884049,0.0836306495637,0.00173644203328,0.00174429926849,0.00108063471284,0.0019775760503,0.00153266266512,0.00134128397344,0.00153456227992,0.00154447965015,0.00132770181601,0.00162519109848,0.0018187696782,0.00248765422319,0.00163614917776,0.00182727951947,0.00154460889652,0.00163540499722,0.00155114239365,0.00115796421853,0.00152289869532,0.00180205775475,0.00121731614627,0.0015499454518,0.00220470430243,0.00105724168613,0.00161171988526,0.00153515198382,0.00154604801556,0.00165983653721,0.00160151778752,0.00192182717223,0.00152680688509,0.00168431282184,0.00178577812593
