Effect,Coefficient
base_rent,0
bedrooms,361.33314151319172
bathrooms,552.2012796937704
dist_to_park,27858.481335494445
elevation,11.075019452107759
level,24.121783581078454
age,0.85543588613386801
garage,544.65991397600874
mean square error of residuals,440549.7046249212
