Effect,Coefficient
base_rent,1811.2592025888182
bedrooms,436.19991703438558
bathrooms,262.72833601793803
dist_to_park,-0.42197323271791859
elevation,4.135929282886198
floor,17.090977287498994
age,-1.6427897083232317
garage,194.35038845257526
